samples;total_number_of_reads;file_size;GC_content;total_number_of_bases;complete_sequence_size;average_read_size;read_size_mode;read_size_median;lowest_read_size;highest_read_size
mgm4533790;5584130;21888;0.4655605444508851;4644092;4644092;212.17525584795322;191;211.0;152;294
mgm4533791;30524156;117260;0.4384695563091611;25512314;25512314;217.5704758655978;201;216.0;50;294
mgm4533792;16458442;63215;0.43786391638332045;13766727;13766727;217.77627145455983;209;216;65;294
mgm4533793;6800907;26161;0.43670304015010425;5677121;5677121;217.007033370284;199;215;142;294
mgm4533794;2223581;8535;0.4431866211876065;1857265;1857265;217.60574106619802;203;216;152;293
mgm4533795;8952240;34391;0.44122120660091435;7476540;7476540;217.39815649443167;203;216;146;294
mgm4533796;4123303;15830;0.43929596011168637;3443214;3443214;217.51193935565382;206;216.0;152;294
mgm4533797;25367848;97463;0.4386551094074209;21214603;21214603;217.66827411427926;206;216;98;294
mgm4533798;26515538;112539;0.3739420047443;21708155;21708155;192.89450768178142;184;191;57;294
mgm4533799;9068816;38479;0.376136258349352;7414797;7414797;192.6972374541958;184;190;148;294
mgm4533800;6878630;29190;0.3731872482406514;5624667;5624667;192.69157245632067;181;190.0;85;294
mgm4533801;3116277;13223;0.3741511871115066;2547823;2547823;192.68116161234212;180;190;150;294
mgm4533803;19770524;84118;0.3797883785622967;16188152;16188152;192.4457547730569;183;190.0;143;294
mgm4533804;12769377;54189;0.37567303273698943;10456215;10456215;192.95825721087306;180;191;68;294
mgm4533805;17717076;75185;0.37306550993722587;14507570;14507570;192.9583028529627;180;191;62;294
mgm4533806;21755527;83818;0.4762108873167616;18181027;18181027;216.91077095611922;202;216.0;136;294
mgm4533809;7523153;28963;0.4771055165448257;6280181;6280181;216.8346165797742;201;215;101;294
mgm4533810;10087819;38846;0.4740639395263465;8424429;8424429;216.86734798949698;199;216.0;70;294
mgm4533812;29469671;113700;0.4720558536697961;24608016;24608016;216.42934036939315;203;215.0;59;294
mgm4533813;6696561;25840;0.47216070068286375;5588377;5588377;216.26845975232197;210;215.0;91;294
mgm4533948;136296984;577470;0.5735139127023093;124747584;124747584;216.0243545119227;252;233.0;50;352
mgm4533949;144005221;611891;0.5635976230570109;131767401;131767401;215.34456463651205;254;236;50;356
mgm4533950;127718645;536993;0.5859076412872641;116978785;116978785;217.84042808751698;253;234;50;358
mgm4533951;88135452;381106;0.5725709252723512;80513332;80513332;211.26230497551862;253;232.0;50;359
mgm4533952;156353893;655860;0.5555921763706175;143236693;143236693;218.39522611532948;253;237.0;50;354
mgm4533953;101368842;430559;0.5693416679691646;92757662;92757662;215.43542696819716;251;236;50;358
mgm4533994;568453453;2118549;0.6233051764562058;471994933;471994933;222.79160548092113;250;250;50;251
mgm4533995;425009101;1972703;0.6212874991098889;335196923;335196923;169.9175816126401;250;170;50;251
mgm4533996;440929679;2034706;0.6212012687045593;348295430;348295430;171.1772757341847;250;173.0;50;251
mgm4533997;519789681;1948729;0.6209111894375725;431061362;431061362;221.2012865821774;250;248;50;251
mgm4533998;326141812;1227770;0.6395287332008837;270239958;270239958;220.10633750621045;250;250.0;50;251
mgm4533999;478529375;2192570;0.5007641037418629;378697923;378697923;172.71873782821072;250;175.0;50;251
mgm4534000;469317320;2154397;0.49964753561469394;371223322;371223322;172.30961702973036;250;175;50;251
mgm4534001;93128008;363075;0.6339971049643902;76591804;76591804;210.9531198788129;250;248;50;251
mgm4534202;260578645;1796615;0.3924398972594686;179658405;179658405;99.99827731595249;101;101;50;101
mgm4534203;266167843;1834351;0.3925916721806784;183549059;183549059;100.06212496953964;101;101;50;101
mgm4534204;418587891;2882887;0.41063942031664624;288739152;288739152;100.15625031435502;101;101;50;101
mgm4534205;426669535;2939076;0.41092731770232516;294291233;294291233;100.13052843818942;101;101.0;50;101
mgm4534206;856690839;5902972;0.40006092809412996;590821041;590821041;100.08874190831331;101;101.0;50;101
mgm4534207;873604831;6018584;0.4005237556893864;602530925;602530925;100.11174139963819;101;101.0;50;101
mgm4534208;499446835;3447140;0.4033275164654477;344184082;344184082;99.8462731423731;101;101.0;50;101
mgm4534209;508588855;3509664;0.40305519653244876;350511330;350511330;99.870338015263;101;101.0;50;101
mgm4534210;534136900;3678973;0.4133003950926712;368434574;368434574;100.14603912559294;101;101;50;101
mgm4534211;543923793;3747642;0.4139261566938716;375130089;375130089;100.0976317908701;101;101.0;50;101
mgm4534212;4928469994;34160105;0.40759836704524577;3389957980;3389957980;99.23734075173364;101;101;50;101
mgm4534213;4915815312;34112517;0.40916739830996546;3379451896;3379451896;99.06779660967263;101;101;50;101
mgm4534214;481472260;3318291;0.4101024640471586;332010407;332010407;100.0546386679167;101;101;50;101
mgm4534215;490883832;3383189;0.41030883337421165;338500592;338500592;100.0537043599988;101;101;50;101
mgm4534216;535395584;3687061;0.406035575337087;369324062;369324062;100.16760286851778;101;101;50;101
mgm4534217;545451714;3756721;0.4065930039739647;376244912;376244912;100.15247658796062;101;101;50;101
mgm4534218;451832593;3111485;0.40830565515151573;311686839;311686839;100.1730167428093;101;101;50;101
mgm4534220;426026638;2939356;0.40297745058407525;293635100;293635100;99.89776672169006;101;101.0;50;101
mgm4534221;433143809;2988250;0.4029326322007486;298551997;298551997;99.90864117794696;101;101.0;50;101
mgm4534224;483906639;3334992;0.4280470146090177;333712102;333712102;100.0638388337963;101;101.0;50;101
mgm4534225;490852561;3384818;0.4287343083124694;338416199;338416199;99.98061904657798;101;101.0;50;101
mgm4534226;633270612;4363492;0.4304661552588229;436737924;436737924;100.08908553057964;101;101.0;50;101
mgm4534227;644878768;4445568;0.4312727640786502;444651754;444651754;100.02135925038151;101;101.0;50;101
mgm4534328;58630240;404021;0.43233287378626356;40402100;40402100;100.0;100;100;100;100
mgm4534329;58631108;404027;0.4338187546871867;40402700;40402700;100.0;100;100;100;100
mgm4534330;82178278;566523;0.43528933511966855;56652300;56652300;100.0;100;100;100;100
mgm4534331;82176236;566509;0.4366329749394979;56650900;56650900;100.0;100;100;100;100
mgm4534332;37508483;258557;0.43519819614243666;25855700;25855700;100.0;100;100;100;100
mgm4534333;37507618;258551;0.43669461730954434;25855100;25855100;100.0;100;100;100;100
mgm4534334;196644419;1356024;0.44337864964041934;135602400;135602400;100.0;100;100.0;100;100
mgm4534335;196637006;1355973;0.44478550826602004;135597300;135597300;100.0;100;100;100;100
mgm4534337;100705201;694129;0.4384716697728825;69407068;69407068;99.99159810352255;100;100;73;100
mgm4534338;136957292;944187;0.44094496111469444;94418700;94418700;100.0;100;100;100;100
mgm4534339;136954554;944168;0.4426437244219249;94416800;94416800;100.0;100;100.0;100;100
mgm4534340;207167279;1428642;0.4494021928301053;142851833;142851833;99.99134352762974;100;100.0;51;100
mgm4534341;207171825;1428658;0.45104932298294936;142855634;142855634;99.99288423121558;100;100.0;50;100
mgm4534342;39486354;272172;0.442788714489367;27217200;27217200;100.0;100;100.0;100;100
mgm4534343;39486663;272174;0.44487434508806867;27217400;27217400;100.0;100;100.0;100;100
mgm4534344;16808101;115606;0.43532664672021054;11559614;11559614;99.99147103091535;100;100.0;59;100
mgm4534345;12692679;87284;0.44127835571238716;8728400;8728400;100.0;100;100.0;100;100
mgm4534346;230938976;1592458;0.43108394695495894;159245800;159245800;100.0;100;100.0;100;100
mgm4534347;238287180;1642984;0.4322285974787338;164298400;164298400;100.0;100;100.0;100;100
mgm4534348;67830982;467661;0.43037016281874074;46760342;46760342;99.98768766264452;100;100;50;100
mgm4534349;31124888;214481;0.43184949847045323;21445895;21445895;99.98971936908164;100;100;56;100
mgm4534350;99203571;683921;0.43728486184807897;68392100;68392100;100.0;100;100;100;100
mgm4534351;170317387;1174311;0.4413927656302291;117431100;117431100;100.0;100;100;100;100
mgm4534773;2392892784;12192117;0.45748808387621165;2001590066;2001590066;164.17083809153078;174;169;109;201
mgm4534775;2178590486;10955534;0.426977368097365;1828014713;1828014713;166.8576550444734;174;170.0;109;201
mgm4534778;2253445709;11324202;0.5221080514322841;1890789522;1890789522;166.96889741104937;174;169.0;109;201
mgm4534779;1997767832;10076259;0.4558435687022059;1676286598;1676286598;166.36001496190204;174;170;109;201
mgm4534780;1777355857;9182218;0.5813959509285752;1484631356;1484631356;161.68548339845557;168;165.0;109;201
mgm4534781;1786889744;9075599;0.5212635870112756;1497561041;1497561041;165.0096088423475;174;168;109;201
mgm4535370;189139706;948741;0.43846421405647695;170164886;170164886;179.3586300159896;227;190;50;291
mgm4535371;341253644;1594094;0.43633757410388624;309371764;309371764;194.0737271453252;221;214.0;50;302
mgm4535372;160401570;834601;0.43351661737163605;143709550;143709550;172.18952529412257;237;179;50;306
mgm4535373;114460235;303404;0.4423320732336498;105165754;105165754;346.61953698698767;454;377.0;50;611
mgm4535374;102719767;321748;0.41555826048872585;92856679;92856679;288.60064087422455;342;297.0;50;560
mgm4535375;11166560;29414;0.5078130236423838;10294478;10294478;349.98565309036513;459;384.0;50;534
mgm4535380;126681786;703120;0.4832593233302847;104994591;104994591;149.32670241210604;101;158.0;50;194
mgm4535381;29856646;177030;0.4789657320953724;24478532;24478532;138.2733547986217;101;157.0;50;194
mgm4535382;66767336;376633;0.4895865564113716;55200856;55200856;146.56404510491646;101;160;50;194
mgm4535383;38022151;229675;0.47959298232936026;30997180;30997180;134.96105366278437;101;153;50;194
mgm4535384;55212323;321819;0.4658343485880188;45344123;45344123;140.89945901267484;101;160;50;194
mgm4535385;67499323;388226;0.474858247787002;55568621;55568621;143.13472307367357;101;162.0;50;194
mgm4535386;53623551;299644;0.45767209642871826;44442279;44442279;148.31693276020877;101;159.0;50;194
mgm4535387;35873178;210699;0.43841236339782824;29437215;29437215;139.71217234063758;101;155;50;194
mgm4535388;64696391;378204;0.4521638003496756;53068043;53068043;140.31592209495403;101;156.0;50;194
mgm4535389;137511735;797621;0.4756953905892142;112896013;112896013;141.54092357147067;101;155;50;194
mgm4535390;16003693;102050;0.4424146598775974;12943355;12943355;126.83346398824106;101;143.0;50;194
mgm4535391;102004432;587105;0.4629289920960781;83913405;83913405;142.92742354434046;101;159;50;194
mgm4535392;86551162;461513;0.4781507766700503;72352732;72352732;156.77290130505534;101;166;50;194
mgm4535393;106472247;569989;0.5159838330053295;88910526;88910526;155.98638921101985;101;164;50;194
mgm4535394;139869097;742490;0.5007655010543572;116961302;116961302;157.5257606163046;101;166.0;50;194
mgm4535395;25420038;145216;0.45810175009880644;21015842;21015842;144.72125661084178;101;158.0;50;194
mgm4535396;20445370;113771;0.4925216901217117;17019153;17019153;149.59131061518312;101;162;50;194
mgm4535397;29450423;168107;0.4703970475181484;24336407;24336407;144.76736245367533;101;159;50;194
mgm4535398;38718973;213086;0.46488304088028115;32200439;32200439;151.1147564832978;101;161.0;50;194
mgm4535399;33252882;185233;0.45817088238425036;27590123;27590123;148.94820577326934;101;159;50;194
mgm4535400;62068899;342841;0.49615947181264985;51547467;51547467;150.35385791080998;101;161;50;194
mgm4535401;19078711;118845;0.4887492702537312;15489973;15489973;130.33760780849005;101;151;50;194
mgm4535402;7116763;53390;0.45717606865837973;5522181;5522181;103.43099831429106;101;101.0;50;194
mgm4535403;15398278;101585;0.4717667905476815;12347870;12347870;121.55209922724812;101;134;50;194
mgm4535405;51631569;297013;0.4759207009992545;42534710;42534710;143.20824341022112;101;159;50;194
mgm4535406;54621245;318053;0.48377397953380374;44872432;44872432;141.08476260245934;101;158;50;194
mgm4535407;36717591;221195;0.4835281405348423;29964498;29964498;135.46643459391035;101;154;50;194
mgm4535408;23927757;141954;0.4340521513994159;19634871;19634871;138.31854685320596;101;154.0;50;194
mgm4535409;55827437;317934;0.45919985089936416;46068214;46068214;144.8986707933093;101;159.0;50;194
mgm4535410;37180248;249715;0.48914655256817086;29537988;29537988;118.28679895080391;101;101;50;194
mgm4535411;34430919;240538;0.4878067927374387;27069293;27069293;112.5364516209497;101;101.0;50;194
mgm4535412;26781945;188405;0.49148670916770393;21044506;21044506;111.69823518484117;101;101;50;194
mgm4535413;44246225;294395;0.46043042424170844;35221808;35221808;119.6413254301194;101;101;50;194
mgm4535414;26311806;154935;0.457894798483711;21601951;21601951;139.42589473004807;101;157;50;194
mgm4535415;30415869;173854;0.4657207581124596;25134424;25134424;144.5720202008582;101;161.0;50;194
mgm4535416;58047655;331666;0.4856061635596219;47873894;47873894;144.34368913304348;101;163.0;50;194
mgm4535417;34204249;194525;0.4837578687555557;28280679;28280679;145.3832617915435;101;163;50;194
mgm4535418;7683195;44292;0.4853926519136866;6365358;6365358;143.7134922785153;101;157.0;50;194
mgm4535419;12833890;84093;0.47221082970075573;10318660;10318660;122.7053381375382;101;101;50;194
mgm4535420;16927460;99504;0.5078596032727649;13950895;13950895;140.20436364367262;101;158.0;50;194
mgm4535421;477315785;2531942;0.4751154514530236;396923978;396923978;156.7666155069903;101;163.0;50;194
mgm4535422;23708761;135687;0.4591652085086485;19606357;19606357;144.49694517529315;101;160;50;194
mgm4535423;33475231;191848;0.47777858368837434;27629202;27629202;144.01610650097993;101;160.0;50;194
mgm4535424;8584196;55281;0.47554997718266057;6935515;6935515;125.45928981024221;101;142;50;194
mgm4535425;19015082;114420;0.4506684677582895;15572778;15572778;136.1018877818563;101;155.0;50;194
mgm4535426;18000226;113240;0.4428871285470985;14549321;14549321;128.48217061109148;101;145.0;50;194
mgm4535427;6871784;44249;0.4287813170072368;5553971;5553971;125.51630545323059;101;139;50;194
mgm4535523;2363963;7964;0.5078700807602285;2134095;2134095;267.9677297840281;200;240.0;200;2958
mgm4535539;126824025;632914;0.626517873555779;102684772;102684772;162.24127132596215;150;150.0;50;292
mgm4535540;830619854;4158568;0.6322539603744658;671607956;671607956;161.49981339730408;150;150.0;50;292
mgm4535541;82237333;403387;0.6356410321839843;66895167;66895167;165.83372047190414;150;150;50;292
mgm4535542;656476953;3117015;0.6330701376725172;538311433;538311433;172.70094401213981;150;150;149;292
mgm4535543;90738152;391192;0.6206405416656584;76078517;76078517;194.47871377737786;150;216.0;114;292
mgm4535544;423394534;2036246;0.6327506138787587;345964080;345964080;169.9028899258734;150;150.0;149;292
mgm4535545;78767955;392693;0.6362779638697856;63795802;63795802;162.4571917502986;150;150;149;292
mgm4535546;83110272;416735;0.6252436724649314;67115195;67115195;161.0500557908503;150;150;68;292
mgm4535547;140932720;700429;0.6370378892124913;113956710;113956710;162.69559084503925;150;150;150;292
mgm4535548;333182492;1496937;0.6236590465808206;276979513;276979513;185.0308416453064;150;150;149;292
mgm4535549;359743871;1751497;0.6235190345596361;293075627;293075627;167.32864914984154;150;150;149;292
mgm4535550;53324474;261434;0.6228412581311786;43362410;43362410;165.86369791228378;150;150.0;50;292
mgm4535551;414762728;1969489;0.6216350112888597;340056490;340056490;172.6622946358167;150;150;149;292
mgm4535552;141742532;668139;0.6249507863075969;116286235;116286235;174.04497417453553;150;150;150;292
mgm4535553;68623365;339045;0.6235981745455302;55705580;55705580;164.30143491276968;150;150;50;292
mgm4535554;189094597;973083;0.6350156461671237;151390432;151390432;155.578128484415;150;150;150;292
mgm4535555;646832485;3128422;0.6320996974002019;527928310;527928310;168.7522687156656;150;150.0;149;292
mgm4535556;67498179;266128;0.6181219929956656;57630030;57630030;216.55004358804786;150;231.0;150;292
mgm4535557;222765603;1017102;0.6278308520658528;184465132;184465132;181.36345420616615;150;150.0;149;292
mgm4535558;435623707;2256151;0.6362472870464704;348939814;348939814;154.66155146530528;150;150;149;292
mgm4535559;221597550;1031563;0.6318929423384967;182607015;182607015;177.01974091742338;150;150;149;292
mgm4535560;86421332;430294;0.6377299559231615;70025213;70025213;162.73806513685992;150;150.0;50;292
mgm4535561;669558114;3255703;0.6338763047176289;545499834;545499834;167.5520875214969;150;150;54;292
mgm4535562;107056203;497424;0.6173267861986494;88252754;88252754;177.41957364341084;150;150.0;149;292
mgm4535564;370201630;1780225;0.6274477260418359;302587427;302587427;169.9714513614852;150;150;149;292
mgm4535565;67524369;337057;0.6219174769898377;54558068;54558068;161.86599892599767;150;150;150;292
mgm4535613;5342402;38260;0.6073098701316615;3624825;3624825;94.74189754312599;100;100.0;50;100
mgm4535614;4860055;34509;0.5998287751382708;3311435;3311435;95.95859051261989;100;100;50;100
mgm4535615;4079735;29150;0.5777081258210269;2770920;2770920;95.05728987993139;100;100.0;50;100
mgm4535617;2709914;19274;0.6370343388746241;1844877;1844877;95.71842897167168;100;100.0;50;100
