" project_id","latitude","longitude","ecosystem","Habitat","n","Realm ","Biome","Functional group"
"mgp479",14,14,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp481",14,14,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp482",14,14,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp483",14,14,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp484",14,14,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp485",14,14,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp486",14,14,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp577",15,-15,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp578",15,15,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp463",29,29,"Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp15104","32.77","117.07","Human host","saliva",22,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp1969","32.88","-117.24","Human host","saliva",21,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp3928","32.88","-117.24","Human host","saliva",11,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp7236","32.88","-117.24","Human host","saliva",43,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp128","39.48","0.35","Human host","saliva",8,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp1332","46.19","6.15","Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp594","46.19","6.15","Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp595","46.19","6.15","Human host","saliva",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp365","51.57","8.85","Human host","saliva",11,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp21724","53.1","1.3","Human host","saliva",2,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp18407","53.49","1.31","Human host","saliva",14,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp21828","53.49","1.31","Human host","saliva",22,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp18867","53.81","1.52","Human host","saliva",11,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp10450","-15.61","-47.74","Soil","savanna_soil",4,"Terrestrial","Savanas and grasslands ",
"mgp10523","-15.61","-47.74","Soil","savanna_soil",1,"Terrestrial","Savanas and grasslands ",
"mgp10541","-15.61","-47.74","Soil","savanna_soil",4,"Terrestrial","Savanas and grasslands ",
"mgp18106","-15.11","-49.02","Soil","savanna_soil",2,"Terrestrial","Savanas and grasslands ",
"mgp18106","-15.1","-49.01","Soil","savanna_soil",2,"Terrestrial","Savanas and grasslands ",
"mgp2997","39.1","-96.6","Soil","savanna_soil",1,"Terrestrial","Savanas and grasslands ","Temperate subhumid grasslands"
"mgp13884","42.44","-76.5","Soil","savanna_soil",3,"Terrestrial","Intensive land use","Annual croplands"
"mgp15600","43.3","-110.66","Soil","savanna_soil",2,"Terrestrial","Savanas and grasslands ",
"mgp15600","43.51","-110.71","Soil","savanna_soil",2,"Terrestrial","Savanas and grasslands ",
"mgp15600","43.57","-110.31","Soil","savanna_soil",2,"Terrestrial","Savanas and grasslands ",
"mgp15600","48.3","-110.66","Soil","savanna_soil",2,"Terrestrial","Savanas and grasslands ",
"PRJEB14718","-34.05","150.98","Wastewater","sewage",48,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp13174",-22,"-47.93","Wastewater","sewage",5,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp16829",-22,"-47.93","Wastewater","sewage",3,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp5463","1.56","103.64","Wastewater","sewage",22,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","1.56","103.64","Wastewater","sewage",4,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5468","1.56","103.64","Wastewater","sewage",14,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5469","1.56","103.64","Wastewater","sewage",13,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5471","1.56","103.64","Wastewater","sewage",8,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5474","1.56","103.64","Wastewater","sewage",8,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","2.56","104.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5471","2.56","104.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","3.56","105.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5471","3.56","105.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","4.56","106.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5471","4.56","106.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","5.56","107.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5471","5.56","107.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","6.56","108.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5471","6.56","108.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","7.56","109.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","8.56","110.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","9.56","111.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5465","10.56","112.64","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp6481","26.21","127.68","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp6485","26.21","127.68","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp79514","31.6","118.5","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp79610","31.6","118.5","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp79724","31.6","118.5","Wastewater","sewage",3,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp21093",32,118,"Wastewater","sewage",3,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp20780","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp20785","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp20900","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp20901","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp20902","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp20903","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp21088","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp21331","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp21332","33.65","131.08","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"PRJNA428383","33.69","-117.94","Wastewater","sewage",7,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp79469",36,118,"Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp79609",36,118,"Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp79748",36,118,"Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp79749",36,118,"Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp21999","39.88","116.48","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp5956","39.88","116.48","Wastewater","sewage",5,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp80013","40.78","-96.64","Animal host","animal_feces",2,"Terrestrial ","Intensive land use","Urban and industrial ecosystems"
"mgp80013","40.8","-96.68","Animal host","animal_feces",2,"Terrestrial ","Intensive land use","Urban and industrial ecosystems"
"mgp80013","40.8","-96.67","Animal host","animal_feces",2,"Terrestrial ","Intensive land use","Urban and industrial ecosystems"
"mgp80013","40.84","-96.69","Animal host","animal_feces",2,"Terrestrial ","Intensive land use","Urban and industrial ecosystems"
"mgp21214","41.6","-91.51","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp12795","42.28","-83.74","Wastewater","sewage",8,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp12687","43.54","-80.25","Wastewater","sewage",18,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp18668","46.2","6.14","Wastewater","sewage",2,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp2706","47.66","122.43","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp7593","49.51","06.02","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgph2ad","50.93","-1.41","Wastewater","sewage",4,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgph2ad","53.38","-1.47","Wastewater","sewage",4,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgph2ad","53.96","-1.09","Wastewater","sewage",4,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp14524","54.22","18.4","Wastewater","sewage",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp14524","54.23","18.41","Wastewater","sewage",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp83895","54.72","-1.61","Wastewater","sewage",4,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp6486","55.95","-3.19","Wastewater","sewage",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp7228","59.61","16.54","Wastewater","sewage",7,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp10956","33.44","-117.16","Soil","shrubland_soil",61,"Terrestrial","Shrublands and shrubby woodlands ",
"mgp11705","-34.84","-58.2","Wastewater","sludge",7,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp11705","-34.82","-58.17","Wastewater","sludge",8,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp11705","-34.65","-58.32","Wastewater","sludge",8,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp11705","-34.47","-58.59","Wastewater","sludge",8,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp11705","-34.07","-59.07","Wastewater","sludge",8,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp11705","-30.94","-62.05","Wastewater","sludge",8,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp17107","-27.5","152.98","Wastewater","sludge",3,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp43","-27.47","153.02","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp82405",-22,"-47.93","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp80872","0.5",32,"Wastewater","sludge",4,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp5013",2,101,"Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp8746","8.44","-82.94","Wastewater","sludge",4,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp4364",22,114,"Wastewater","sludge",3,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp3718","22.21","114.22","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp6217","22.28","114.14","Wastewater","sludge",12,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp439","22.4","114.11","Wastewater","sludge",8,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp15993","23.74","114.7","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp20737",26,"118.2","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp6480","26.21","127.68","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp6492","26.21","127.68","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp6509","26.21","127.68","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp16980","27.5","152.98","Wastewater","sludge",6,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp17089","27.5","152.98","Wastewater","sludge",3,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp80124","29.42","-98.49","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10022","30.73","76.78","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp9810","30.73","76.78","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp3218","31.01","121.41","Wastewater","sludge",4,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp8421","31.55","120.31","Wastewater","sludge",7,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp8421","31.55","120.32","Wastewater","sludge",31,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp50938004","33.44","114.9","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp50938004","34.08","115.29","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp82534","36.01","-84.27","Wastewater","sludge",3,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp83145","36.01","-84.27","Wastewater","sludge",5,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp19392","39.5","116.2","Wastewater","sludge",10,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp8920","39.9","116.33","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp9163","39.9","116.33","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp19238","39.91","116.4","Wastewater","sludge",4,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp12488","40.11","-88.23","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp21082","42.44","-76.5","Wastewater","sludge",18,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp397","42.44","-76.5","Wastewater","sludge",10,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp3889","42.74","-84.48","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp43","43.07","-89.4","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp80867","43.47","-80.52","Wastewater","sludge",4,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp9520","45.7","126.6","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10067","46.2","6.14","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10097","46.2","6.14","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10109","46.2","6.14","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10115","46.2","6.14","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10141","46.2","6.14","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10189","46.2","6.14","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10207","46.2","6.14","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp10696","46.2","6.14","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp9679","46.2","6.14","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp9798","46.2","6.14","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp9801","46.2","6.14","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp731","46.3","7.86","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp731","46.52","6.51","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp6015","47.4","8.61","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp5363","49.51","5.92","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp6845","52.01","4.36","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp7007","52.02","8.53","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp7025","52.02","8.53","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp11257","52.03","8.53","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp8324","52.03","8.53","Wastewater","sludge",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp8386","52.03","8.53","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp7266","52.11","06.08","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp13673","55.88","12.5","Wastewater","sludge",2,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp6479","55.95","-3.19","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp12071","57.05","9.86","Wastewater","sludge",1,"Freshwater","Artificial Wetland  ","Canals, ditches and drains"
"mgp5369","-33.98","151.23","Animal host","sponge",7,"Marine","Marine shelf","Subtidal rocky reef"
"mgp2222","-22.74","-41.87","Animal host","sponge",6,"Marine","Marine shelf","Subtidal rocky reef"
"mgp5369","-18.82","147.63","Animal host","sponge",7,"Marine","Marine shelf","Subtidal rocky reef"
"mgp83374","26.01","-80.15","Animal host","sponge",2,"Marine","Marine shelf","Subtidal rocky reef"
"mgp1236","43.64","-116.24","Animal host","sponge",3,"Marine","Marine shelf","Subtidal rocky reef"
"mgp15294","23.58","47.59","Freshwater","stream",4,"Freshwater","Rivers and streams",
"mgp12991","37.21","-80.44","Freshwater","stream",10,"Freshwater","Rivers and streams",
"mgp10041","38.11","-77.28","Freshwater","stream",1,"Freshwater","Rivers and streams",
"mgp80013","40.81","-96.69","Animal host","animal_feces",16,"Terrestrial ","Intensive land use","Urban and industrial ecosystems"
"mgp14051","38.56","-77.36","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","38.58","-77.38","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","38.81","-77.01","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","38.82","-77.51","Freshwater","stream_biofilm",5,"Freshwater","Rivers and streams",
"mgp14051","38.94","-77.27","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","38.94","-77.26","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","38.94","-77.05","Freshwater","stream_biofilm",3,"Freshwater","Rivers and streams",
"mgp14051","38.96","-77.16","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","38.98","-77.04","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","39.3","-77.79","Freshwater","stream_biofilm",3,"Freshwater","Rivers and streams",
"mgp14051","39.31","-77.61","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","39.37","-77.39","Freshwater","stream_biofilm",9,"Freshwater","Rivers and streams",
"mgp14051","39.45","-77.74","Freshwater","stream_biofilm",5,"Freshwater","Rivers and streams",
"mgp14051","39.6","-77.83","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","39.63","-77.46","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","39.63","-77.45","Freshwater","stream_biofilm",6,"Freshwater","Rivers and streams",
"mgp14051","39.63","-77.44","Freshwater","stream_biofilm",3,"Freshwater","Rivers and streams",
"mgp14051","39.66","-77.48","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp14051","39.67","-77.45","Freshwater","stream_biofilm",2,"Freshwater","Rivers and streams",
"mgp185","40.69","-111.2","Freshwater","stream_biofilm",1,"Freshwater","Rivers and streams",
"PRJNA321556","45.05","-141.86","Groundwater","subsurface_saline",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA321556","45.05","141.86","Groundwater","subsurface_saline",8,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA279923","57.25","16.41","Groundwater","subsurface_saline",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJEB10519","57.43","16.66","Groundwater","subsurface_saline",2,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA295907","57.43","16.66","Groundwater","subsurface_saline",4,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA404448","57.43","16.66","Groundwater","subsurface_saline",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA404449","57.43","16.66","Groundwater","subsurface_saline",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA404450","57.43","16.66","Groundwater","subsurface_saline",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA404451","57.43","16.66","Groundwater","subsurface_saline",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA472439","61.24","21.48","Groundwater","subsurface_saline",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"mgp7998",0,0,"Soil","tundra_soil",7,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","63.75","-18.67","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","63.82","-18.76","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","63.85","-18.74","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.02","-19.36","Soil","tundra_soil",2,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.04","-19.22","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.05","-19.33","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.05","-18.27","Soil","tundra_soil",2,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.06","-18.24","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.06","-18.23","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.24","-21.44","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.37","-21.06","Soil","tundra_soil",5,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"mgp19748","64.37","21.06","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"163336-051","64.43","-20.76","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"mgp8744","64.87","111.58","Soil","tundra_soil",2,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"mgp10310","68.63","-149.58","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"mgp2997","68.63","-149.58","Soil","tundra_soil",1,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"mgp83927","72.49","101.66","Soil","tundra_soil",9,"Terrestrial","Polar/alpine (cryogenic) ","Polar tundra and deserts"
"mgp15993","23.74","114.7","Wastewater","wastewater_treatment_plant",2,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp11575",36,128,"Wastewater","wastewater_treatment_plant",1,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp19765","46.82","8.23","Wastewater","wastewater_treatment_plant",24,"Freshwater","Artificial Wetland  ","Urban and industrial ecosystems"
"mgp19773","46.82","8.23","Wastewater","wastewater_treatment_plant",24,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp19780","46.82","8.23","Wastewater","wastewater_treatment_plant",24,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp19899","46.82","8.23","Wastewater","wastewater_treatment_plant",22,"Freshwater","Artificial Wetland  ","Large reservoirs"
"mgp12094","42.47","3.47","Plant host","wood_fall",1,"Marine","Deep sea floors","Submarine canyons"
"mgp13088","42.48","3.13","Plant host","wood_fall",9,"DELETE","DELETE","DELETE"
"mgp13145","42.48","3.13","Plant host","wood_fall",9,"Marine","Anthropogenic marine","Submerged artificial structures"
