"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4754105","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool11",53.49191,1.314801,"cheng","illumina"
"mgm4754110","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool11",53.49191,1.314801,"cheng","illumina"
"mgm4754111","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754134","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool11",53.49191,1.314801,"cheng","illumina"
"mgm4754218","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754219","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754220","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754828","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754829","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754830","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754831","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754840","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754841","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4754898","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4755890","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4755992","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4755993","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4756093","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4756094","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4756095","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina"
"mgm4767414","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767417","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767418","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767419","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767420","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767421","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767422","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767423","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767424","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767425","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767427","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767428","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767429","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767430","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767431","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767432","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767433","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767434","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767435","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767436","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767437","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767438","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767439","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767440","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767441","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767442","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767443","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767444","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767445","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767446","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767447","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767448","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767449","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767450","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767452","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767453","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767454","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767455","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767456","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767457","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767458","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767459","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767460","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767461","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767462","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767463","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767464","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767465","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767466","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767467","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767468","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767469","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767470","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767471","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767472","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767473","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767474","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767475","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767476","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767477","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767478","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767479","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767480","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767481","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767483","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767484","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767485","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767486","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767487","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767488","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767489","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767490","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767491","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767492","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767493","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767494","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767495","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767496","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767497","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767498","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767499","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767500","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767501","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767502","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767503","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767504","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767505","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767506","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767507","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767508","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767509","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767510","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767511","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767512","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767513","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767514","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767515","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767516","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767517","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767518","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767519","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767520","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767521","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767522","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4767523","free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina"
"mgm4520112","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454"
"mgm4532935","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532936","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532937","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532938","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532939","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532940","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532941","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532942","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532943","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532944","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532969","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532970","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532971","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532972","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532973","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532974","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532975","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532976","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532977","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532978","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532979","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532980","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532981","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532982","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4532999","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533000","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533001","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533002","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533003","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533004","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533005","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533006","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533007","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533008","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533009","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533010","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533025","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533026","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533027","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533028","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533029","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533030","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533031","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533032","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533033","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4533034","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535764","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535765","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535766","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535767","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535768","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535769","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535770","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535771","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535772","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535773","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535798","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535799","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535800","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535801","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535802","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535803","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535804","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535805","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535806","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535807","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535808","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535809","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535810","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535811","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535828","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535829","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535830","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535831","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535832","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535833","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
"mgm4535834","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina"
